Code,Label,Year,Employee income earners (no.),Total employee income ($m),Median employee income ($),Mean employee income ($),Own unincorporated business income earners (no.),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Investment income earners (no.),Total investment income ($m),Median investment income ($),Mean investment income ($),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners
209041433,Epping (Vic.) - West,2020.0,5942,346.6,53857,58332,1024,19.8,15828,19316,3656,9.4,19,2563,366.1,51111,56938,0.387,4.3
209041433,Epping (Vic.) - West,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041433,Epping (Vic.) - West,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041435,South Morang - North,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041435,South Morang - North,2016.0,6389,362.1,51764,56681,778,14.3,11149,18344,4362,19.9,84,4567,384.5,51714,57949,0.382,4.9
209041435,South Morang - North,2017.0,6713,387,52593,57645,808,15.8,10623,19497,4535,22.7,76,5007,412.5,52318,59330,0.387,5
209041435,South Morang - North,2018.0,6894,410.3,53487,59518,813,17.4,11830,21390,4651,25.7,71,5528,440,54061,61329,0.387,4.9
209041435,South Morang - North,2019.0,7083,434.1,55415,61283,863,18.1,10955,20999,4868,22.4,55,4606,460.1,55083,62500,0.389,4.9
209041435,South Morang - North,2020.0,7149,455.3,57598,63687,846,17.4,12515,20536,4718,22.4,37,4756,477.5,56619,64575,0.388,5
209041435,South Morang - North,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041435,South Morang - North,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041436,South Morang - South,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041436,South Morang - South,2016.0,6350,338.7,48698,53345,699,12.2,12217,17508,4260,12.3,100,2896,350.4,48548,53625,0.382,4.3
209041436,South Morang - South,2017.0,6515,358.4,50000,55018,747,13.9,11494,18669,4337,14.8,96,3419,376.9,49519,55537,0.392,5
209041436,South Morang - South,2018.0,6629,379.9,51900,57302,740,14.5,11674,19644,4462,13.2,82,2955,397.3,51029,56998,0.394,5
209041436,South Morang - South,2019.0,6768,398.1,53963,58826,793,15.7,12862,19792,4675,12.5,58,2679,416.9,52760,58517,0.388,4.1
209041436,South Morang - South,2020.0,6859,415.8,55315,60627,816,15.6,10981,19139,4590,13.2,38,2867,432.2,54365,60003,0.389,4.3
209041436,South Morang - South,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041436,South Morang - South,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041437,Wollert,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041437,Wollert,2016.0,4220,224.1,50725,53108,711,12,14467,16891,2665,4.4,52,1644,234.4,49098,52280,0.36,3.7
209041437,Wollert,2017.0,5361,289,50507,53909,970,15.4,11711,15905,3233,6.7,46,2067,306,48687,53211,0.371,3.8
209041437,Wollert,2018.0,6106,345.4,52802,56567,1165,20.5,13604,17562,3684,9.6,36,2597,369.3,50802,55656,0.373,3.9
209041437,Wollert,2019.0,7307,425.5,54182,58226,1410,24.6,12480,17421,4743,12.7,26,2669,455.6,51903,57059,0.379,3.8
209041437,Wollert,2020.0,9157,544.9,54500,59505,1776,32.1,14301,18062,5631,13.5,16,2402,580.9,51609,57862,0.383,4.2
209041437,Wollert,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041437,Wollert,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041527,Doreen - North,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041528,Doreen - South,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041529,Lalor - East,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041530,Lalor - West,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041531,Mernda - North,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
209041532,Mernda - South,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011226,Airport West,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011226,Airport West,2016.0,3917,233.5,54708,59608,503,10.1,10298,20058,3189,18,244,5656,252.8,52329,58809,0.408,5
210011226,Airport West,2017.0,4116,253.8,56619,61673,552,11.7,9469,21216,3244,18.6,221,5743,272.2,53575,60758,0.407,5.2
210011226,Airport West,2018.0,4246,272.6,58350,64209,555,11.2,13046,20247,3341,23.2,204,6938,294.9,55912,63576,0.407,5.5
210011226,Airport West,2019.0,4430,292.1,60992,65929,582,12.2,11593,21041,3519,22.1,162,6290,315.7,58506,65204,0.401,4.5
210011226,Airport West,2020.0,4521,311.1,62920,68802,616,13,11036,21065,3431,20.8,147,6076,332.3,60083,67698,0.407,4.8
210011226,Airport West,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011226,Airport West,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011227,Essendon Airport,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011227,Essendon Airport,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011227,Essendon Airport,2017.0,12,0.8,81469,70796,-,-,-,-,13,-,292,-2590,0.7,24967,40259,-,-
210011227,Essendon Airport,2018.0,9,0.5,50404,58292,-,-,-,-,11,-,26,-199,0.8,27711,42355,-,-
210011227,Essendon Airport,2019.0,15,1,54052,66207,-,-,-,-,13,0.2,6786,13876,0.9,22966,47784,-,-
210011227,Essendon Airport,2020.0,15,0.9,56561,62365,-,-,-,-,13,0.2,-,13757,1.4,39293,60219,-,-
210011227,Essendon Airport,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011227,Essendon Airport,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011228,Keilor,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011228,Keilor,2016.0,4580,273.3,50217,59672,664,17.6,12678,26491,4255,59.8,667,14059,339.4,49561,63481,0.475,8.7
210011228,Keilor,2017.0,4584,284.1,51480,61975,676,17.6,11550,26023,4168,65,664,15590,350.6,50448,65532,0.477,9.4
210011228,Keilor,2018.0,4634,290.6,53092,62706,662,19.5,12876,29507,4253,67.9,606,15963,365.2,52595,66759,0.474,8.1
210011228,Keilor,2019.0,4600,299,55564,64990,661,18.4,14446,27786,4171,69.2,503,16593,369,54647,68758,0.469,8
210011228,Keilor,2020.0,4517,304.4,56790,67382,667,17,12961,25486,3975,71.1,538,17885,374.6,55777,71072,0.472,8.9
210011228,Keilor,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011228,Keilor,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011230,Niddrie - Essendon West,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011230,Niddrie - Essendon West,2016.0,3858,257.3,56034,66693,460,11.3,12605,24641,3242,24.9,395,7672,278.9,54618,66537,0.45,5.9
210011230,Niddrie - Essendon West,2017.0,3944,266.5,56430,67567,487,10.6,12044,21778,3308,28,370,8473,290.8,54804,67447,0.452,5.8
210011230,Niddrie - Essendon West,2018.0,3999,281,58225,70271,486,11.4,9022,23478,3432,29.1,308,8480,309.6,56809,69816,0.454,5.8
210011230,Niddrie - Essendon West,2019.0,4089,294.6,60346,72045,496,12.5,10819,25147,3476,30.4,282,8742,322.8,58938,72021,0.443,5.6
210011230,Niddrie - Essendon West,2020.0,4204,316.6,63160,75313,528,14,10580,26606,3482,31.5,203,9047,346,61999,75402,0.442,5.5
210011230,Niddrie - Essendon West,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011230,Niddrie - Essendon West,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011231,Strathmore,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011231,Strathmore,2016.0,5214,357.7,54999,68609,694,20.7,12202,29784,4892,73,948,14928,439.7,55979,74103,0.482,8.1
210011231,Strathmore,2017.0,5395,385.4,56815,71428,720,21.8,12277,30257,4952,68.5,762,13834,460.1,56942,75026,0.478,7.6
210011231,Strathmore,2018.0,5429,401.9,58996,74032,699,21,11035,30073,5062,80.7,734,15951,494,58830,78306,0.483,8.2
210011231,Strathmore,2019.0,5641,424,59685,75162,707,22.1,12583,31251,5185,87.7,602,16913,516.4,60499,80320,0.485,8.5
210011231,Strathmore,2020.0,5641,439,62150,77829,705,20.5,10106,29068,5059,87.8,509,17352,532.2,62589,82452,0.484,7.9
210011231,Strathmore,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011231,Strathmore,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011533,Avondale Heights,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210011534,Keilor East,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021232,Gisborne,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021232,Gisborne,2016.0,6712,447.5,54179,66667,1054,19.4,9430,18437,5811,53.5,288,9208,506.9,52218,66530,0.465,6.5
210021232,Gisborne,2017.0,6938,474.2,55495,68353,1111,22.3,10436,20033,5969,61,293,10216,546.4,54505,69011,0.466,6.4
210021232,Gisborne,2018.0,6993,504.4,58861,72134,1113,23.3,11000,20890,6103,64.8,259,10625,577.1,55891,71287,0.466,6.6
210021232,Gisborne,2019.0,7224,531.9,61094,73631,1130,25.1,9043,22237,6325,69.3,236,10952,605,58611,73269,0.458,6.4
210021232,Gisborne,2020.0,7321,550.8,62628,75241,1151,22.4,8547,19428,6202,69,213,11133,622.5,59654,74138,0.461,6.3
210021232,Gisborne,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021232,Gisborne,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021233,Macedon,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021233,Macedon,2016.0,1648,120.4,55194,73054,352,11.4,11024,32511,1568,26.4,789,16845,151.7,53235,75926,0.526,12
210021233,Macedon,2017.0,1715,131.8,56715,76868,384,12.8,11505,33308,1623,32.7,731,20118,172.2,56058,82834,0.531,13.7
210021233,Macedon,2018.0,1738,137.1,58944,78909,385,15.9,15214,41311,1648,33,669,20046,180.4,58258,84900,0.526,12.6
210021233,Macedon,2019.0,1731,138.6,61142,80064,384,14.8,14041,38415,1620,34.9,559,21567,180.8,60690,86005,0.521,12
210021233,Macedon,2020.0,1719,149,64930,86652,377,13.8,12659,36580,1594,32.1,443,20122,186.6,61638,89616,0.534,13.2
210021233,Macedon,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021233,Macedon,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021234,Riddells Creek,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021234,Riddells Creek,2016.0,2273,140.7,53277,61919,405,6.4,6725,15892,1897,12.4,281,6513,153.5,50967,61048,0.428,5.2
210021234,Riddells Creek,2017.0,2343,149.2,55445,63669,406,6.1,6162,14971,1911,14.1,245,7371,161.5,52653,62928,0.438,5.3
210021234,Riddells Creek,2018.0,2352,157.6,56109,67002,392,6.3,7623,16048,1991,15.4,220,7720,172.4,53730,65578,0.445,5.3
210021234,Riddells Creek,2019.0,2374,160.7,56985,67691,393,6.2,9003,15890,2024,16.7,177,8245,177,54717,66647,0.442,5.4
210021234,Riddells Creek,2020.0,2399,168.6,59578,70285,390,5.9,7260,15047,1909,14.8,159,7727,181.8,56191,67886,0.443,4.9
210021234,Riddells Creek,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021234,Riddells Creek,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021235,Romsey,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021235,Romsey,2016.0,4687,266.7,48551,56912,1063,12,5947,11246,3669,35.8,211,9754,303.6,47303,58012,0.46,7.8
210021235,Romsey,2017.0,4892,290.9,50446,59473,1101,10.8,6288,9814,3800,46,163,12113,334,48804,61204,0.47,9.3
210021235,Romsey,2018.0,5015,311.3,52805,62081,1120,16.4,8245,14640,3955,40.1,163,10127,357.1,51057,62830,0.461,8
210021235,Romsey,2019.0,5200,333.1,54647,64051,1123,15.2,6885,13495,4153,51.1,125,12300,388.6,52984,66049,0.467,9.1
210021235,Romsey,2020.0,5398,353.9,56480,65565,1149,12.8,6090,11176,4120,53.3,91,12945,407.4,53594,66859,0.475,9.3
210021235,Romsey,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210021235,Romsey,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031236,Coburg North,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031236,Coburg North,2016.0,3979,220.6,48843,55452,597,10.7,12207,17897,2912,12.9,180,4440,231.7,46853,55706,0.431,6.6
210031236,Coburg North,2017.0,4422,253.2,50136,57267,727,12.5,9960,17128,3178,16.1,163,5063,268,48607,57651,0.422,6
210031236,Coburg North,2018.0,4586,275.7,52700,60119,738,13.4,11257,18138,3250,15.2,146,4691,288.7,51037,59756,0.421,4.9
210031236,Coburg North,2019.0,4762,298.7,55247,62722,844,16.2,9835,19232,3505,15.8,100,4506,316.3,53697,62422,0.417,4.8
210031236,Coburg North,2020.0,4727,311,57802,65797,804,16,10824,19923,3381,16.7,96,4946,325.9,55518,64832,0.416,4.7
210031236,Coburg North,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031236,Coburg North,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031237,Fawkner,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031237,Fawkner,2016.0,5382,258.5,41969,48034,1084,18.1,13395,16653,3667,17.3,178,4708,282.7,38676,46888,0.436,5.5
210031237,Fawkner,2017.0,5689,277.5,43315,48785,1213,21.3,11813,17568,3683,15.3,142,4154,304.1,40000,47835,0.438,5.3
210031237,Fawkner,2018.0,6055,306,44641,50532,1285,21.2,11690,16501,3790,15.9,103,4206,332.6,41577,49407,0.432,4.9
210031237,Fawkner,2019.0,6312,328.4,45647,52030,1343,22.8,11380,17012,4090,14.6,67,3561,354.6,42163,50646,0.428,4.7
210031237,Fawkner,2020.0,6421,345.8,46285,53854,1354,22.2,11755,16428,3942,17.5,50,4448,369.1,43312,52197,0.438,5.5
210031237,Fawkner,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031237,Fawkner,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031439,Gowanbrae,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031439,Gowanbrae,2016.0,1592,102.6,57639,64477,201,3.5,13385,17211,1279,8.6,183,6737,110.7,55660,63903,0.402,4.6
210031439,Gowanbrae,2017.0,1645,107.4,57520,65296,199,4.1,12087,20470,1296,10.1,210,7785,117.8,56136,65536,0.408,4.9
210031439,Gowanbrae,2018.0,1661,115.6,62295,69600,198,3.6,12889,18220,1315,12.2,171,9267,127.6,59224,69213,0.419,6
210031439,Gowanbrae,2019.0,1689,121.2,64539,71773,224,3.6,8380,15963,1350,13.1,133,9699,131.8,61648,71189,0.419,6
210031439,Gowanbrae,2020.0,1694,123.2,64614,72704,242,4.3,9958,17762,1326,8.4,100,6324,130.2,59771,69837,0.42,4.8
210031439,Gowanbrae,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031439,Gowanbrae,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031440,Hadfield,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031440,Hadfield,2016.0,2366,124.7,47514,52700,391,7,12034,17902,1718,8.2,265,4783,133.4,44034,50759,0.422,5.1
210031440,Hadfield,2017.0,2527,138.2,49701,54695,403,8,14206,19772,1797,9.7,239,5420,149.4,47312,53617,0.413,4.9
210031440,Hadfield,2018.0,2673,151.8,51358,56798,443,8.6,13002,19518,1917,10.9,201,5695,165.4,49025,55674,0.417,4.7
210031440,Hadfield,2019.0,2821,166.4,52988,58977,491,9.8,13659,20040,1989,10.3,146,5195,180.4,50497,57747,0.41,4.2
210031440,Hadfield,2020.0,2836,175,55701,61711,509,10.7,14119,20982,1934,8.5,93,4391,187.1,52379,60276,0.408,4.4
210031440,Hadfield,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031440,Hadfield,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031535,Glenroy - East,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031536,Glenroy - West,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031537,Oak Park,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210031538,Pascoe Vale,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041240,Sunbury,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041240,Sunbury,2016.0,7059,413.7,50671,58609,903,18.7,11453,20676,5407,28.2,155,5213,448.3,50417,59327,0.421,5.9
210041240,Sunbury,2017.0,7210,433.3,51952,60103,964,19.8,10438,20529,5565,32.1,151,5777,473.4,51489,60473,0.421,5.8
210041240,Sunbury,2018.0,7411,462.2,54121,62366,938,21.1,12618,22449,5641,34.2,132,6061,500.7,53005,62313,0.421,5.9
210041240,Sunbury,2019.0,7585,494.7,56560,65225,955,21,11189,21951,5842,37.2,110,6362,544.8,56178,66106,0.424,6.8
210041240,Sunbury,2020.0,7543,508.2,57805,67376,946,20.5,11441,21649,5556,39.9,89,7176,561.1,56488,68222,0.43,7.3
210041240,Sunbury,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041240,Sunbury,2022.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2020.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210041539,Diggers Rest,2021.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
