,,,Personal income in Australia - year ended 30 June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gross capital gains - year ended 30 June,,,,Selected Government pensions and allowances - at 30 June,,,Total personal income (weekly) - Persons aged 15 years and over - Census,,,,,,,,Equivalised total household income (weekly) - Census,,,,,,,,
Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - p80/P20 ratio,Total income (excl. Government pensions and allowances) - p80/P50 ratio,Total income (excl. Government pensions and allowances) - p20/P50 ratio,Total income (excl. Government pensions and allowances) - p10/P50 ratio,Total income (excl. Government pensions and allowances) - gini coefficient,Total income (excl. Government pensions and allowances) - income share of top 1% of earners,Total income (excl. Government pensions and allowances) - income share of top 5% of earners,Total income (excl. Government pensions and allowances) - income share of top 10% of earners,Total income (excl. Government pensions and allowances) - lowest Quartile (%),Total income (excl. Government pensions and allowances) - second Quartile (%),Total income (excl. Government pensions and allowances) - third Quartile (%),Total income (excl. Government pensions and allowances) - highest Quartile (%),Persons who reported gross capital gains (no.),Total value of gross capital gains ($m),Median value of gross capital gains ($),Mean value of gross capital gains ($),Age pension - Department of Veterans' Affairs (no.),Service pension - Department of Veterans' Affairs (no.),Income support supplement - Department of Veterans' Affairs (no.),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($),$1-$499 per week (%),$500-$999 per week (%),$1000-$1999 per week (%),$2000-$2999 per week (%),$3000 or more per week (%),Nil income (%),Partial income stated (%),All incomes not stated (%)
21270,Buloke,2018,2658,44,113,36871,42503,61,1247,56,49.7,20000,39891,21.5,2651,54,17.4,592,6548,15.9,77,59,1.3,9682,16717,1.1,3456,51,173.8,40377,50286,6.46,1.94,0.3,0.09,0.501,6.7,20.5,32,33.1,25,24.3,17.6,-,-,-,-,-,29,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21270,Buloke,2019,2519,44,110.6,39731,43910,62.6,1089,56,29,11016,26604,16.9,2503,53,17.4,514,6938,17.8,62,58,1.5,9916,24568,1.1,3258,50,154,40287,47275,7.03,1.88,0.27,0.08,0.518,6.7,20.2,31.7,34.6,26.6,23.9,14.9,-,-,-,-,4,26,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21270,Buloke,2020,2697,43,124.4,40576,46127,62.1,1216,56,50.3,22100,41401,21.5,2532,54,16.7,417,6602,14.5,75,58,1.2,8342,15901,1.1,3465,50,186.1,43642,53706,6.36,1.92,0.3,0.12,0.488,6.2,19.6,31.1,31.2,26.3,24.2,18.3,267,9.6,1525,35963,-,27,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21270,Buloke,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,355,21.2,2479,59606,-,21,19,30.3,25.3,20.8,3.3,1.8,6.2,1,11.4,735,26.1,32.1,25.2,4,1.9,1.8,4.7,3.8
21270,Buloke,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,415,29.4,2846,70829,-,19,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,588,-,-,-,-,-,-,-,-
21370,Campaspe,2016,17830,42,816.1,41568,45772,72.1,4592,53,51.2,5428,11144,10.3,14696,50,106.5,306,7248,16.1,584,58,11.5,10564,19713,1.1,20822,46,946.2,39782,45443,5.42,1.79,0.33,0.11,0.471,6.1,18.1,29.2,31.1,28,25.7,15.3,-,-,-,-,-,-,-,33.7,27.5,17.7,2.1,1.2,6.2,0.7,10.8,693,27.7,34.1,22.1,2.3,1.1,1.6,7.2,3.9
21370,Campaspe,2017,17866,42,842.4,42875,47152,72.6,4591,53,53.8,5614,11709,10.3,14576,50,107.1,255,7346,15.5,575,58,13.9,10000,24145,1.2,21062,47,985.5,41043,46790,5.26,1.78,0.34,0.12,0.464,5.9,17.7,28.8,30.1,28.2,26,15.7,-,-,-,-,10,190,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2018,18238,42,890.1,44354,48804,73.1,4580,53,83.6,9227,18247,10.6,14692,50,112.1,236,7628,14.8,474,58,10.8,10053,22721,1.1,21378,47,1058.7,43348,49521,5.05,1.77,0.35,0.13,0.449,5.8,17.5,28.4,28.8,28.3,26.6,16.3,-,-,-,-,-,182,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2019,18447,42,916.3,45379,49672,74.3,4255,53,68.2,8747,16018,9.4,14817,50,118.4,194,7990,14.4,475,57,10.1,10000,21334,1.1,21396,46,1079.5,44329,50451,5.01,1.76,0.35,0.13,0.453,6.1,17.8,28.6,29.2,28.5,26.4,15.8,-,-,-,-,4,170,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2020,18685,41,970.5,47020,51938,73.7,4458,54,71,8137,15919,10,14496,50,117.2,166,8088,14.6,446,55,9.3,10000,20787,1.1,21807,47,1125.8,45203,51625,5.01,1.78,0.36,0.12,0.458,6.1,17.8,28.7,28.9,28.7,26,16.3,1533,48.7,2934,31784,6,151,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21370,Campaspe,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1958,79.6,4347,40636,-,140,74,28.8,26.4,23,3.9,1.9,5.8,1,9.2,823,22.6,31.3,29.3,4.9,1.8,1.7,5,3.4
21370,Campaspe,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2166,134.5,4044,62117,9,138,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,755,-,-,-,-,-,-,-,-
21450,Cardinia,2016,48936,38,2565.6,46938,52427,80.2,7940,45,157.7,11350,19864,8.4,34213,42,215.1,97,6287,9.9,1184,57,26.4,12194,22264,1,52004,40,2825.5,47316,54332,3.94,1.69,0.43,0.21,0.413,6.1,17.3,27.6,22.5,28,29.4,20.2,-,-,-,-,-,-,-,26.6,26.6,24.1,3.6,1.5,9,0.5,8.3,864,18.8,33.7,31.4,3.9,1,1.2,7.7,2.4
21450,Cardinia,2017,51758,38,2772.2,48044,53561,80.7,8388,44,170.9,11456,20377,8.1,35521,42,223,87,6277,9.7,1191,58,27.1,13182,22751,0.9,55168,40,3055.5,48261,55385,4.04,1.71,0.42,0.21,0.413,5.8,17,27.5,22.5,27.7,29.1,20.7,-,-,-,-,-,282,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2018,54690,37,3053.4,49908,55831,81.3,8718,44,173.5,11307,19898,7.6,37116,42,252.4,81,6799,9.7,1061,58,26.3,13688,24760,0.9,58503,40,3359.6,49998,57426,4.04,1.71,0.42,0.2,0.414,6,17.2,27.6,22.2,27.5,29,21.2,-,-,-,-,7,252,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2019,57367,37,3312.1,52006,57735,81.9,8911,43,176.3,10683,19785,7.3,39717,41,270.1,62,6801,9.4,1031,57,26.4,14456,25606,0.9,61389,39,3638,52068,59262,3.96,1.69,0.43,0.21,0.407,5.6,16.7,27,21.9,27.4,29.4,21.3,-,-,-,-,8,241,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2020,60238,37,3583.7,53106,59493,82,9377,42,175,10190,18663,7.5,39169,41,264.7,41,6758,9.1,1045,55,26.9,13329,25734,0.9,64411,39,3881.2,52595,60257,4,1.71,0.43,0.2,0.412,5.6,16.8,27.2,22.2,27.6,29.1,21.1,2799,124.7,2836,44562,7,225,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21450,Cardinia,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4464,177.2,2242,39699,4,200,70,21,24,29.8,6.3,2.6,8.8,0.8,6.8,1060,13.2,28.7,40.2,7.7,2.2,1.4,4.7,1.8
21450,Cardinia,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5363,403.3,2338,75194,4,198,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,746,-,-,-,-,-,-,-,-
21610,Casey,2016,152575,38,7939.3,47492,52035,82.3,22666,40,458.2,13543,20215,8.4,102866,41,468.1,79,4550,8,3156,58,69.7,11089,22090,0.9,161779,40,8572.5,46719,52989,3.87,1.67,0.43,0.22,0.403,5.7,16.8,27.1,22.7,28.5,30.1,18.7,-,-,-,-,-,-,-,26.9,26.2,22.6,3.2,1.2,11.7,0.7,7.4,842,19.5,34.3,30.4,3.5,0.9,1.3,8,2.1
21610,Casey,2017,159760,38,8486.9,48397,53123,82.4,24624,40,523.1,13579,21242,8.3,105626,41,490.5,69,4644,7.9,3172,58,72.4,11649,22818,0.8,170611,39,9222.3,47535,54054,3.91,1.67,0.43,0.22,0.405,5.8,16.8,27.1,22.6,28.4,30,19,-,-,-,-,17,668,266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2018,167353,37,9194,49964,54937,82.9,26185,39,548,14373,20930,8.3,109464,41,525.6,57,4801,7.5,2877,58,64.3,11761,22333,0.8,179915,39,10016.2,48849,55672,3.94,1.68,0.43,0.22,0.406,6,17,27.3,22.6,28.5,29.8,19.1,-,-,-,-,9,606,231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2019,175698,37,9951,51479,56637,82.8,28075,39,590.4,14365,21030,8.3,117793,40,540.4,43,4588,7.7,2777,57,68,12907,24489,0.8,189336,39,10778.4,50318,56927,3.89,1.67,0.43,0.21,0.401,5.4,16.4,26.7,22.6,28.7,29.6,19.1,-,-,-,-,10,571,211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2020,181814,37,10594.5,52717,58271,82.8,29333,39,591.5,13417,20166,8.5,116060,40,570.7,28,4917,7.5,2666,55,63.9,12215,23972,0.7,196042,39,11404.2,51167,58172,3.9,1.69,0.43,0.22,0.404,5.5,16.5,26.9,22.5,28.8,29.6,19.1,7844,249.3,2652,31777,4,524,195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21610,Casey,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13542,467.5,2257,34526,8,463,163,21.5,23.7,28.7,5.5,2.2,11.5,1,6,1030,13.8,29.7,39.4,7.3,1.8,1.6,4.9,1.5
21610,Casey,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15272,641.4,2180,41996,8,451,162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,478,-,-,-,-,-,-,-,-
21670,Central Goldfields,2016,4875,43,197.3,37347,40480,71.9,1033,54,12.5,6706,12112,9.8,3911,51,19,230,4869,15.3,218,58,4.6,11878,21205,2.5,5607,48,224.4,35144,40020,5.6,1.76,0.31,0.11,0.464,6.5,18.3,29.2,34.4,31.1,24.6,9.9,-,-,-,-,-,-,-,45.1,26,10.5,1.1,0.5,6.1,0.6,10.1,520,41.2,31.9,12.9,1.1,0.4,1.6,5.8,4.8
21670,Central Goldfields,2017,4923,43,206.1,38557,41855,72.4,1034,55,16.5,8239,15977,10.2,3848,52,18.6,201,4825,14.4,216,58,5.6,14800,25732,2.5,5665,48,238,36418,42017,5.24,1.77,0.34,0.12,0.451,5.7,17.5,28.6,33.4,30.6,25,11.1,-,-,-,-,-,104,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2018,5038,43,220.8,40617,43830,73.4,1086,55,18.8,8450,17348,9.8,3855,52,19.7,185,5121,14.4,159,58,4.6,19654,29206,1.8,5839,48,255,38497,43669,5.49,1.74,0.32,0.12,0.445,5.8,17.5,28.3,32.1,31.6,25.1,11.2,-,-,-,-,-,91,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2019,5069,43,229.9,41910,45360,73.7,1003,55,19.1,9887,19038,9.4,3866,51,19.3,159,4987,14,180,57,5.4,18883,29927,2.2,5799,48,263.3,39934,45412,5.25,1.76,0.34,0.13,0.442,5.5,17.2,28,32.3,30.8,25.7,11.3,-,-,-,-,-,89,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2020,5099,44,243.3,43801,47723,74.5,1053,56,16.1,8084,15245,9.6,3679,52,18.1,142,4908,12.9,211,56,5.3,18050,25242,2.3,5901,48,271.8,40585,46066,5.38,1.77,0.33,0.12,0.454,5.5,17.3,28.4,32.1,31.3,24.7,11.8,375,10.9,2775,28956,-,82,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21670,Central Goldfields,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,470,12,2672,25525,-,71,47,38.4,26.5,15.7,2.1,1.1,5.7,1,9.6,615,33.1,33,20.1,2.3,1.2,1.9,3.8,4.5
21670,Central Goldfields,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,516,19.6,3694,38034,-,67,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,610,-,-,-,-,-,-,-,-
21750,Colac Otway,2016,10457,41,462.3,40309,44206,70.1,2785,54,42.9,6983,15407,11.4,8779,50,72.8,319,8295,16.6,425,58,7.9,10000,18596,1.4,12418,46,567.2,39721,45677,5.13,1.73,0.34,0.12,0.46,6.8,18.7,29.5,30.2,28.5,27.4,13.8,-,-,-,-,-,-,-,33.8,28.8,18.1,1.9,1.3,5.5,0.8,9.9,696,27.5,35.5,22,2.3,1.1,1.3,6.6,3.6
21750,Colac Otway,2017,10678,40,486.1,41124,45524,71.3,2830,54,44.6,7348,15775,11,8796,50,71.4,301,8116,16,378,58,8.7,10000,22891,1.3,12694,46,594.6,40666,46837,4.96,1.74,0.35,0.13,0.454,6.7,18.6,29.3,29.6,29,27.5,13.9,-,-,-,-,7,108,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2018,10943,40,517.5,43166,47290,72.1,2824,54,46.8,7057,16573,10.2,8738,50,80.9,318,9259,16.1,297,59,6.7,10379,22651,1.1,13013,46,632.1,42658,48573,5.05,1.73,0.34,0.12,0.451,6.4,18.1,28.9,29.2,28.5,27.7,14.5,-,-,-,-,5,100,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2019,11320,39,547.9,44274,48405,72.7,2766,54,46.2,7785,16690,9.9,9056,49,84.6,257,9338,15.7,284,58,6.6,11800,23338,1,13157,45,660.3,44315,50185,4.77,1.71,0.36,0.14,0.445,6.2,17.7,28.5,28.8,28.8,27.6,14.9,-,-,-,-,5,94,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2020,11329,39,571.3,45992,50431,72.1,2895,54,51.3,7491,17720,10.8,8859,50,78.1,208,8814,15.5,258,59,6.2,11797,24198,1.1,13301,46,681.7,44863,51249,4.72,1.73,0.37,0.14,0.45,6.2,18,28.8,28.5,29.6,27.1,14.8,849,35.4,4775,41711,4,89,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21750,Colac Otway,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1102,56.6,4258,51372,5,74,27,27.7,27.5,24.4,3.7,2.1,5.4,1,8.1,855,20.8,32.3,30.9,4.5,2.3,2,4.6,2.5
21750,Colac Otway,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1313,69.5,4806,52926,6,72,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,598,-,-,-,-,-,-,-,-
21830,Corangamite,2016,6918,42,302.3,38374,43703,61.8,3128,54,56.7,11768,18126,19.6,6792,50,51.4,476,7560,17.1,229,58,4.5,10502,19667,1.1,9090,48,401,37852,44116,5.85,1.86,0.32,0.1,0.498,5.8,18.5,30.2,32.3,28.2,24.3,15.2,-,-,-,-,-,-,-,34.3,25.8,17.3,2.1,1.8,6.3,1.1,11.2,668,28.8,32.6,20.7,2.8,2,1.9,7.3,4.1
21830,Corangamite,2017,6972,42,311.5,39085,44684,62.7,3113,55,60.5,12914,19424,19.3,6819,50,51.8,422,7598,16.3,229,58,4.8,10234,21024,1.1,9252,48,416.8,37867,45049,5.5,1.85,0.34,0.12,0.498,6.4,19.4,30.9,32.6,28.2,24.5,14.7,-,-,-,-,-,60,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2018,7227,41,330.4,40141,45712,64.6,3062,55,58.2,12429,18998,17.9,6688,51,55,356,8225,16,184,58,4,10336,21541,1,9323,48,432.1,39678,46348,5.69,1.85,0.32,0.12,0.491,6.2,18.7,30.1,32,28.7,23.9,15.4,-,-,-,-,4,55,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2019,7077,41,336.4,42578,47530,66.4,2741,55,68.7,13001,25069,16.7,6463,50,58,250,8971,15.1,171,58,4.2,11711,24576,1,8882,48,453,43281,51000,5.24,1.81,0.35,0.13,0.472,6.9,19.4,30.4,29.7,28.8,25.3,16.3,-,-,-,-,-,54,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2020,7460,41,374.6,45175,50210,65.2,3029,55,98.4,15647,32499,18.5,6577,51,58.5,249,8892,14.7,178,57,4,11058,22193,1,9482,48,516.9,45675,54518,5.48,1.81,0.33,0.11,0.495,7.7,20.6,31.8,29.5,27,25.9,17.6,787,40,3128,50791,-,51,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21830,Corangamite,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1016,66.8,5115,65797,-,53,33,28.3,25.5,23.5,4,2.7,5.3,1,9.7,834,21.6,31.1,28.7,5.1,2.8,1.8,5.1,3.7
21830,Corangamite,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1237,99.9,5326,80724,4,53,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,746,-,-,-,-,-,-,-,-
21890,Darebin,2016,79100,36,4532.1,48779,57296,80.3,12564,40,267.8,10224,21314,7.6,60157,40,380.8,255,6331,10.6,1678,58,40.5,14926,24113,1,81790,38,4874.5,48679,59598,4.64,1.82,0.39,0.19,0.446,6.8,19.2,30.3,24,25,26.3,24.7,-,-,-,-,-,-,-,29.2,21.7,22.7,5,2.8,8.9,0.5,9.3,902,21.8,26.4,30.4,7.6,2.5,1.8,7.1,2.4
21890,Darebin,2017,81470,36,4827.2,50035,59251,80.4,13427,40,289,9962,21524,7.6,60887,40,394.7,224,6482,10.5,1653,58,42.1,15497,25465,0.9,85087,38,5215.2,49829,61293,4.72,1.84,0.39,0.19,0.448,6.6,19.2,30.3,23.8,24.8,25.4,25.9,-,-,-,-,13,314,229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2018,84039,36,5179.7,51847,61634,81,14197,39,304.9,9675,21473,7.5,62950,40,431.9,196,6861,10.1,1532,59,39.2,16467,25582,0.9,88353,38,5612.7,51258,63526,4.75,1.84,0.39,0.19,0.449,6.9,19.4,30.4,23.6,25,25.3,26.2,-,-,-,-,4,268,197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2019,86349,36,5567,54278,64471,80.9,14837,39,334.6,10218,22550,7.6,66154,39,465.8,163,7041,10.1,1465,59,40.1,17974,27383,0.9,90821,38,6034.6,53719,66445,4.63,1.83,0.4,0.19,0.449,7.2,19.6,30.6,23.1,24.8,25.5,26.5,-,-,-,-,9,235,169,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2020,86313,36,5851,56652,67788,81.2,14785,39,336.7,9609,22770,7.5,64066,40,444.5,138,6938,9.8,1451,58,39.3,16582,27084,0.9,90648,38,6279.1,55636,69269,4.66,1.85,0.4,0.2,0.449,7.1,19.5,30.6,22.5,24.6,25.6,27.3,6595,216.8,2088,32873,6,222,156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21890,Darebin,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10053,454.9,1870,45248,-,193,119,23,20.3,27.6,9.1,5.9,7.4,0.7,5.9,1190,15.9,21.5,34.8,13.9,6.4,2,4,1.5
21890,Darebin,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11228,521.3,1720,46425,-,194,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,551,-,-,-,-,-,-,-,-
22110,East Gippsland,2016,19127,44,846.3,37835,44248,68.1,5325,55,90.6,8813,17008,12,16617,53,121,374,7284,17.1,865,59,20.9,16156,24146,2.2,23136,50,1038.3,37018,44876,5.47,1.85,0.34,0.12,0.476,6.9,20,31.3,32.4,30.5,22.8,14.2,-,-,-,-,-,-,-,37.5,26.4,15,1.8,1.2,5.6,0.5,11.9,622,32.2,34.3,17.9,1.9,1,1.4,7.1,4
22110,East Gippsland,2017,19190,44,863.7,38908,45010,68.3,5349,55,100.2,9911,18737,11.9,16710,54,119.4,370,7143,17,882,59,23.2,17117,26350,2.1,23635,50,1081.4,37743,45753,5.52,1.84,0.33,0.12,0.473,7.2,19.9,31.1,32.3,30.1,23.5,14.1,-,-,-,-,7,429,158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2018,19790,44,919.1,40208,46444,69,5349,55,84.8,8730,15851,10.9,16699,54,125.9,350,7541,17.2,890,59,23.9,17801,26887,2.3,24252,50,1111.7,38352,45839,5.67,1.85,0.33,0.11,0.475,6.5,19,30.4,32.7,30.1,23,14.2,-,-,-,-,-,415,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2019,20102,44,970.6,42079,48284,70.3,5106,55,66.4,7511,13001,9.7,16841,54,134.1,282,7961,16.9,813,59,24.1,19327,29647,2.1,24383,49,1161.1,40028,47619,5.66,1.83,0.32,0.11,0.479,6.6,19.3,30.6,32.4,30,23.3,14.2,-,-,-,-,-,373,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2020,20891,44,1058.2,43752,50654,70.4,5370,55,79.1,7902,14734,10.6,16686,54,134.8,252,8077,16.3,792,59,22.2,19036,28058,2,25252,50,1249.4,41133,49479,5.73,1.87,0.33,0.1,0.479,6.7,19.3,30.7,31.8,29.9,23.5,14.8,1838,62.8,3702,34194,-,347,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22110,East Gippsland,2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2543,85.7,5192,33716,-,309,85,32,27,19.9,3.2,1.9,5.4,0.9,9.9,742,24.8,34.4,24.9,4,1.8,2,4.9,3.2
22110,East Gippsland,2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2947,192,5629,65156,4,309,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
